size,order,algorithm,time
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,308
50,SORTED,BubbleSortWhileNeeded,304
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,310
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,307
50,SORTED,BubbleSortWhileNeeded,299
50,SORTED,BubbleSortWhileNeeded,302
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,303
50,SORTED,BubbleSortWhileNeeded,303
50,SORTED,BubbleSortWhileNeeded,312
50,SORTED,BubbleSortWhileNeeded,299
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,299
50,SORTED,BubbleSortWhileNeeded,300
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,299
50,SORTED,BubbleSortWhileNeeded,305
50,SORTED,BubbleSortWhileNeeded,299
50,SORTED,BubbleSortWhileNeeded,301
50,SORTED,BubbleSortWhileNeeded,302
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,305
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,300
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,306
50,SORTED,BubbleSortWhileNeeded,301
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,303
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,305
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,301
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,289
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,313
50,SORTED,BubbleSortWhileNeeded,309
50,SORTED,BubbleSortWhileNeeded,304
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,333
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,304
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,300
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,303
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,304
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,316
50,SORTED,BubbleSortWhileNeeded,304
50,SORTED,BubbleSortWhileNeeded,299
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,302
50,SORTED,BubbleSortWhileNeeded,302
50,SORTED,BubbleSortWhileNeeded,300
50,SORTED,BubbleSortWhileNeeded,300
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,299
50,SORTED,BubbleSortWhileNeeded,301
50,SORTED,BubbleSortWhileNeeded,301
50,SORTED,BubbleSortWhileNeeded,299
50,SORTED,BubbleSortWhileNeeded,301
50,SORTED,BubbleSortWhileNeeded,309
50,SORTED,BubbleSortWhileNeeded,303
50,SORTED,BubbleSortWhileNeeded,309
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,304
50,SORTED,BubbleSortWhileNeeded,302
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,290
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,303
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,299
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,308
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,299
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,300
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,300
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,303
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,301
50,SORTED,BubbleSortWhileNeeded,301
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,301
50,SORTED,BubbleSortWhileNeeded,310
50,SORTED,BubbleSortWhileNeeded,307
50,SORTED,BubbleSortWhileNeeded,302
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,300
50,SORTED,BubbleSortWhileNeeded,299
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,303
50,SORTED,BubbleSortWhileNeeded,303
50,SORTED,BubbleSortWhileNeeded,290
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,306
50,SORTED,BubbleSortWhileNeeded,302
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,288
50,SORTED,BubbleSortWhileNeeded,307
50,SORTED,BubbleSortWhileNeeded,299
50,SORTED,BubbleSortWhileNeeded,290
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,289
50,SORTED,BubbleSortWhileNeeded,290
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,306
50,SORTED,BubbleSortWhileNeeded,300
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,312
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,299
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,290
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,290
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,305
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,306
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,309
50,SORTED,BubbleSortWhileNeeded,301
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,310
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,290
50,SORTED,BubbleSortWhileNeeded,290
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,286
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,302
50,SORTED,BubbleSortWhileNeeded,304
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,304
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,300
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,290
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,301
50,SORTED,BubbleSortWhileNeeded,303
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,302
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,289
50,SORTED,BubbleSortWhileNeeded,289
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,363
50,SORTED,BubbleSortWhileNeeded,304
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,299
50,SORTED,BubbleSortWhileNeeded,306
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,304
50,SORTED,BubbleSortWhileNeeded,302
50,SORTED,BubbleSortWhileNeeded,303
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,316
50,SORTED,BubbleSortWhileNeeded,303
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,301
50,SORTED,BubbleSortWhileNeeded,300
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,313
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,303
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,301
50,SORTED,BubbleSortWhileNeeded,299
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,301
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,300
50,SORTED,BubbleSortWhileNeeded,308
50,SORTED,BubbleSortWhileNeeded,305
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,300
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,299
50,SORTED,BubbleSortWhileNeeded,289
50,SORTED,BubbleSortWhileNeeded,300
50,SORTED,BubbleSortWhileNeeded,302
50,SORTED,BubbleSortWhileNeeded,301
50,SORTED,BubbleSortWhileNeeded,300
50,SORTED,BubbleSortWhileNeeded,303
50,SORTED,BubbleSortWhileNeeded,300
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,302
50,SORTED,BubbleSortWhileNeeded,305
50,SORTED,BubbleSortWhileNeeded,299
50,SORTED,BubbleSortWhileNeeded,315
50,SORTED,BubbleSortWhileNeeded,305
50,SORTED,BubbleSortWhileNeeded,304
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,310
50,SORTED,BubbleSortWhileNeeded,306
50,SORTED,BubbleSortWhileNeeded,302
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,290
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,306
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,300
50,SORTED,BubbleSortWhileNeeded,288
50,SORTED,BubbleSortWhileNeeded,300
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,290
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,299
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,304
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,299
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,289
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,310
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,299
50,SORTED,BubbleSortWhileNeeded,304
50,SORTED,BubbleSortWhileNeeded,290
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,290
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,302
50,SORTED,BubbleSortWhileNeeded,300
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,302
50,SORTED,BubbleSortWhileNeeded,300
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,292
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,293
50,SORTED,BubbleSortWhileNeeded,313
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,291
50,SORTED,BubbleSortWhileNeeded,298
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,296
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,295
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,297
50,SORTED,BubbleSortWhileNeeded,294
50,SORTED,BubbleSortWhileNeeded,294
